type_tache,complexite,type_livrable,niveau_expertise,temps_sans_copilot,copilot_utilise,temps_realisation_min,nb_iterations,score_pertinence,score_clarte,score_exactitude,score_exploitabilite,copilot_pertinent
Générer du DAX,Moyen,Exploratoire,Intermédiaire,49.0,1,21.4,3,3.3,3.4,3.9,3.1,0
Poser des questions en langage naturel,Élevé,Opérationnel,Expert,53.4,1,41.6,1,3.1,4.5,3.8,4.2,1
Analyser les données rapidement,Faible,Management,Intermédiaire,23.7,0,23.7,1,2.9,3.8,3.6,3.4,0
Créer des rapports automatiquement,Faible,Management,Intermédiaire,23.2,0,23.2,1,3.2,3.3,3.3,3.5,0
Poser des questions en langage naturel,Faible,Management,Débutant,21.1,1,12.8,1,3.1,4.8,3.9,4.2,1
Analyser les données rapidement,Moyen,Opérationnel,Expert,47.6,0,47.6,1,4.1,3.5,3.0,3.8,0
Analyser les données rapidement,Élevé,Exploratoire,Débutant,31.0,1,10.0,1,3.8,3.6,2.9,3.4,0
Générer du DAX,Élevé,Exploratoire,Débutant,86.3,0,86.3,1,2.8,4.4,2.9,4.3,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,32.3,1,22.3,1,3.3,3.8,4.5,4.3,1
Générer du DAX,Élevé,Opérationnel,Débutant,67.6,1,16.2,3,3.1,3.6,3.8,3.7,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,42.0,1,22.8,1,3.8,4.3,4.0,4.2,1
Générer du DAX,Moyen,Management,Intermédiaire,85.3,0,85.3,1,3.9,3.1,3.9,4.2,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,37.0,1,18.3,1,3.9,4.4,3.7,4.0,1
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,37.2,0,37.2,1,4.0,3.0,3.5,4.0,0
Générer du DAX,Moyen,Opérationnel,Débutant,35.0,1,9.1,2,3.1,2.8,3.7,4.2,0
Résumer les insights,Moyen,Management,Intermédiaire,26.5,1,16.4,1,4.6,4.8,3.8,4.0,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,15.3,0,15.3,2,3.4,3.3,3.4,3.6,0
Générer du DAX,Élevé,Exploratoire,Intermédiaire,72.2,0,72.2,2,4.3,3.1,2.7,4.1,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,43.8,1,34.7,2,4.5,4.5,4.8,3.8,1
Générer du DAX,Élevé,Opérationnel,Débutant,47.5,1,9.4,3,3.8,4.5,3.2,2.7,1
Générer du DAX,Faible,Management,Expert,48.0,1,31.5,3,2.7,3.7,3.2,3.4,0
Générer du DAX,Moyen,Exploratoire,Intermédiaire,78.5,1,28.9,3,3.2,3.5,3.0,3.0,0
Poser des questions en langage naturel,Faible,Management,Expert,12.4,1,9.2,1,3.3,3.7,5.0,3.7,1
Améliorer le design,Élevé,Management,Expert,39.3,0,46.062564330222095,3,3.2,2.7,4.3,3.1,0
Poser des questions en langage naturel,Faible,Management,Débutant,22.0,0,22.0,3,4.1,3.7,4.0,4.1,0
Générer du DAX,Faible,Management,Expert,41.2,1,26.6,3,3.1,2.7,2.6,3.3,0
Résumer les insights,Moyen,Management,Expert,24.7,1,19.2,2,4.3,4.2,3.8,4.2,1
Générer du DAX,Élevé,Management,Intermédiaire,30.8,1,10.0,5,3.1,2.8,2.3,4.0,0
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,32.7,0,32.7,1,3.7,3.8,2.3,4.0,0
Analyser les données rapidement,Faible,Management,Intermédiaire,45.9,1,24.8,1,3.9,3.7,3.7,3.8,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,13.6,1,11.0,1,4.1,3.7,3.9,4.1,1
Générer du DAX,Élevé,Management,Expert,68.6,0,68.6,1,2.8,3.4,3.5,3.3,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,30.4,0,30.4,1,3.6,3.4,2.8,3.1,0
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,35.8,1,25.9,2,3.5,3.8,4.8,4.3,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,44.5,1,15.0,1,5.0,3.7,3.1,4.3,1
Poser des questions en langage naturel,Faible,Opérationnel,Expert,19.4,1,15.3,1,3.9,5.0,2.8,3.5,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,91.4,0,91.4,2,4.1,3.3,2.4,3.7,0
Générer du DAX,Moyen,Exploratoire,Intermédiaire,56.1,0,56.1,3,3.2,2.8,3.6,4.8,0
Analyser les données rapidement,Faible,Management,Débutant,36.6,0,36.6,1,3.1,3.6,3.9,4.6,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,36.6,1,22.9,1,4.7,4.3,4.0,3.4,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,34.1,1,9.2,4,3.6,4.2,3.0,4.0,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,52.0,1,21.2,4,3.3,4.7,4.6,3.5,0
Générer du DAX,Élevé,Opérationnel,Débutant,99.4,1,20.9,6,3.2,2.6,2.7,2.3,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,47.5,1,16.0,3,3.6,3.5,3.3,3.0,0
Résumer les insights,Moyen,Opérationnel,Débutant,27.2,1,15.5,1,4.5,3.8,3.7,4.4,1
Améliorer le design,Moyen,Management,Intermédiaire,29.2,0,44.0058084178574,1,4.0,3.5,4.0,4.2,0
Analyser les données rapidement,Faible,Exploratoire,Débutant,28.2,0,28.2,2,3.5,3.5,3.4,3.6,0
Poser des questions en langage naturel,Faible,Management,Intermédiaire,24.1,1,19.1,1,3.9,4.6,4.9,3.2,1
Résumer les insights,Moyen,Exploratoire,Débutant,16.5,0,16.5,1,3.1,3.9,3.6,3.6,0
Poser des questions en langage naturel,Faible,Management,Débutant,32.0,1,16.8,1,3.8,3.8,4.6,5.0,1
Poser des questions en langage naturel,Élevé,Exploratoire,Débutant,36.1,1,22.8,1,4.2,4.1,3.4,4.4,1
Générer du DAX,Élevé,Exploratoire,Débutant,63.5,0,63.5,2,2.8,3.3,3.1,4.0,0
Améliorer le design,Faible,Opérationnel,Débutant,22.7,0,5.0,1,2.6,3.0,2.2,3.5,0
Créer des rapports automatiquement,Élevé,Opérationnel,Débutant,37.3,0,37.3,1,3.3,3.7,2.9,3.7,0
Créer des rapports automatiquement,Élevé,Opérationnel,Expert,40.0,1,35.0,2,3.8,4.2,3.8,4.0,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,53.0,1,19.2,1,4.2,3.7,4.0,3.4,1
Créer des rapports automatiquement,Faible,Exploratoire,Expert,16.5,1,15.5,1,4.2,3.8,4.7,3.7,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,42.5,1,17.1,1,3.7,4.6,3.0,3.5,1
Générer du DAX,Élevé,Opérationnel,Débutant,75.7,0,75.7,1,3.0,4.2,4.4,3.0,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,27.3,0,27.3,1,3.5,3.8,3.3,3.8,0
Générer du DAX,Élevé,Management,Intermédiaire,67.1,0,67.1,1,2.8,3.2,4.1,4.0,0
Créer des rapports automatiquement,Faible,Management,Débutant,29.6,1,19.4,3,4.1,4.0,3.6,2.6,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,36.7,1,28.0,1,4.5,4.8,4.3,4.2,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,26.1,1,16.9,3,3.4,4.3,4.1,4.8,1
Analyser les données rapidement,Faible,Management,Intermédiaire,25.6,1,7.9,4,4.1,3.9,2.9,3.9,0
Créer des rapports automatiquement,Faible,Exploratoire,Débutant,25.8,1,17.6,3,4.2,3.7,4.8,4.3,1
Générer du DAX,Faible,Opérationnel,Débutant,55.6,1,7.4,3,4.1,3.3,3.6,2.9,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,43.3,0,43.3,2,2.8,3.6,3.5,2.9,0
Générer du DAX,Moyen,Management,Intermédiaire,65.7,1,24.3,1,3.5,3.0,4.3,2.8,0
Poser des questions en langage naturel,Faible,Management,Débutant,12.4,1,7.7,1,3.7,4.4,3.8,4.0,1
Nettoyer les données,Moyen,Opérationnel,Expert,46.8,1,5.0,3,2.6,3.8,3.6,4.3,1
Analyser les données rapidement,Moyen,Exploratoire,Débutant,31.1,0,31.1,1,4.1,3.5,3.1,2.7,0
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,25.1,0,25.1,1,3.1,3.5,4.4,3.9,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,32.7,0,32.7,2,3.9,3.6,4.0,4.6,0
Analyser les données rapidement,Faible,Exploratoire,Intermédiaire,25.2,0,25.2,1,3.4,3.8,3.0,3.6,0
Générer du DAX,Élevé,Management,Débutant,114.7,1,23.8,4,3.6,3.4,3.6,3.0,0
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,46.3,0,46.3,1,3.1,2.8,3.3,3.3,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,41.0,0,41.0,1,3.3,3.4,4.3,3.3,0
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,35.4,0,35.4,2,3.5,4.2,3.2,3.0,0
Résumer les insights,Faible,Opérationnel,Intermédiaire,26.8,1,19.7,2,3.9,3.8,3.3,3.5,1
Résumer les insights,Moyen,Management,Expert,32.3,1,26.2,1,4.1,4.7,3.4,4.8,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,19.3,0,19.3,1,3.5,3.0,2.4,3.6,0
Résumer les insights,Faible,Management,Intermédiaire,16.9,1,10.2,3,3.9,4.1,4.5,4.6,1
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,42.1,1,31.4,3,4.2,4.0,4.6,2.8,1
Résumer les insights,Moyen,Opérationnel,Expert,21.9,1,18.6,1,4.5,4.0,4.2,3.8,1
Générer du DAX,Faible,Exploratoire,Intermédiaire,44.8,1,12.6,3,2.9,3.1,2.7,3.1,0
Analyser les données rapidement,Faible,Opérationnel,Expert,42.9,0,42.9,1,3.7,4.5,3.2,3.6,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,28.3,1,10.1,1,3.3,5.0,3.8,4.5,1
Générer du DAX,Moyen,Opérationnel,Expert,55.4,1,39.2,1,3.5,3.4,2.4,2.7,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,32.5,0,32.5,1,2.9,2.7,3.4,3.2,0
Analyser les données rapidement,Élevé,Exploratoire,Débutant,52.7,1,19.2,2,4.9,3.9,4.1,3.1,1
Générer du DAX,Moyen,Opérationnel,Expert,59.9,1,43.2,4,2.4,3.4,4.3,3.8,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,34.5,1,20.5,1,3.1,4.5,3.5,4.3,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,41.5,1,19.4,1,4.2,4.6,4.0,4.8,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,27.5,1,20.9,1,4.0,4.3,4.1,3.0,1
Générer du DAX,Faible,Management,Débutant,46.4,1,8.2,4,2.2,2.8,2.7,2.5,0
Générer du DAX,Élevé,Opérationnel,Intermédiaire,39.4,1,12.7,4,3.0,3.4,4.0,3.5,0
Analyser les données rapidement,Élevé,Opérationnel,Expert,37.3,0,37.3,1,3.2,3.0,3.9,4.6,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,38.6,0,38.6,1,2.8,2.8,3.0,3.9,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,31.2,1,24.0,3,3.5,3.9,3.8,3.1,1
Générer du DAX,Moyen,Opérationnel,Expert,46.3,0,46.3,2,3.3,3.9,2.7,3.9,0
Analyser les données rapidement,Moyen,Management,Débutant,41.8,1,16.8,1,4.1,4.6,4.1,5.0,1
Créer des rapports automatiquement,Faible,Management,Débutant,28.1,0,28.1,1,3.4,2.8,3.6,3.9,0
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,37.5,1,26.2,4,4.5,5.0,2.4,4.0,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,32.4,0,32.4,2,3.8,2.4,4.6,3.6,0
Générer du DAX,Faible,Management,Expert,46.5,0,46.5,2,4.0,3.4,3.2,4.4,0
Créer des rapports automatiquement,Moyen,Management,Expert,23.9,1,22.9,1,2.9,4.8,3.2,4.6,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,38.8,0,38.8,2,3.6,3.5,4.0,3.1,0
Générer du DAX,Élevé,Opérationnel,Intermédiaire,82.4,1,29.2,4,2.5,3.4,3.4,3.5,0
Créer des rapports automatiquement,Élevé,Management,Débutant,39.2,1,26.3,1,4.2,3.9,3.6,4.1,1
Analyser les données rapidement,Moyen,Exploratoire,Débutant,45.0,0,45.0,1,4.3,3.0,3.8,3.7,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,46.8,1,15.1,2,2.4,3.5,3.0,3.4,0
Résumer les insights,Faible,Management,Expert,23.2,1,19.4,1,3.7,3.8,3.7,4.7,1
Créer des rapports automatiquement,Faible,Management,Débutant,25.7,0,25.7,1,4.0,3.8,4.6,4.1,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,61.7,1,24.8,4,3.7,3.9,2.4,3.6,0
Analyser les données rapidement,Élevé,Management,Intermédiaire,55.3,0,55.3,2,2.8,3.7,3.2,3.8,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,21.5,1,14.8,1,4.4,3.5,4.8,4.0,1
Créer des rapports automatiquement,Élevé,Exploratoire,Débutant,42.3,0,42.3,1,3.3,4.2,3.2,3.2,0
Résumer les insights,Moyen,Management,Débutant,23.0,0,23.0,1,3.6,3.1,3.4,3.9,0
Poser des questions en langage naturel,Moyen,Management,Expert,29.2,1,28.2,3,3.5,4.0,3.7,4.2,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,53.0,0,53.0,1,2.9,4.7,3.3,3.5,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,34.7,1,23.3,1,3.6,4.6,4.2,3.2,1
Améliorer le design,Moyen,Management,Intermédiaire,23.8,0,21.71833091701167,1,4.2,3.6,3.5,4.9,0
Résumer les insights,Élevé,Management,Intermédiaire,30.0,1,17.8,1,3.2,4.0,3.8,4.3,1
Résumer les insights,Moyen,Management,Intermédiaire,23.1,0,23.1,1,3.0,4.7,3.0,3.8,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,45.0,0,45.0,1,3.8,2.8,3.7,3.0,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,47.8,0,47.8,1,2.9,3.2,3.9,4.1,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,22.8,0,22.8,1,4.0,3.9,3.3,3.4,0
Résumer les insights,Élevé,Opérationnel,Expert,48.1,1,39.3,2,4.2,4.3,3.9,4.0,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,32.6,1,24.5,1,5.0,3.7,3.9,4.0,1
Analyser les données rapidement,Moyen,Exploratoire,Débutant,52.2,1,19.0,2,4.0,2.9,4.4,4.0,1
Poser des questions en langage naturel,Moyen,Exploratoire,Expert,38.4,1,32.5,1,3.2,4.3,3.9,4.7,1
Analyser les données rapidement,Faible,Opérationnel,Expert,25.6,1,18.3,2,3.0,3.1,4.3,4.3,1
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,23.7,1,18.0,1,4.0,3.9,3.5,4.6,1
Générer du DAX,Faible,Management,Débutant,43.7,1,9.6,5,2.8,3.6,2.9,3.1,0
Poser des questions en langage naturel,Faible,Opérationnel,Expert,23.0,1,20.9,1,3.1,4.3,4.5,4.6,0
Résumer les insights,Faible,Management,Débutant,20.2,0,20.2,2,3.3,3.2,4.2,3.2,0
Générer du DAX,Faible,Opérationnel,Débutant,56.2,1,11.0,4,3.9,2.9,2.9,3.3,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,43.5,1,24.5,4,4.4,4.6,4.0,3.9,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,31.5,1,12.6,1,4.1,4.1,4.7,5.0,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,40.2,0,40.2,1,4.0,4.1,4.2,3.1,0
Analyser les données rapidement,Élevé,Opérationnel,Débutant,62.0,1,23.9,1,3.7,4.2,3.3,3.2,1
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,44.7,1,31.9,1,3.5,3.6,3.7,4.3,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,48.4,0,48.4,2,2.6,3.7,3.9,3.3,0
Résumer les insights,Élevé,Management,Expert,36.6,0,36.6,2,2.8,3.9,3.3,3.5,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,49.1,1,18.8,3,4.0,3.5,2.5,3.5,0
Générer du DAX,Élevé,Management,Expert,60.2,1,40.7,4,3.4,3.0,3.0,2.7,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,31.0,1,19.7,1,4.0,4.2,5.0,3.0,1
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,32.4,1,24.7,4,3.2,4.1,3.5,4.3,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,52.1,1,21.4,1,3.9,4.9,4.3,4.0,1
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,33.1,1,30.2,2,3.8,4.2,2.9,3.9,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,30.1,1,18.7,1,4.6,4.5,4.2,4.4,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,43.3,1,30.5,3,3.6,4.2,4.8,3.7,1
Générer du DAX,Élevé,Opérationnel,Intermédiaire,70.1,1,21.6,5,3.4,3.5,2.9,2.6,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,31.0,1,19.3,1,3.0,3.5,4.0,4.1,1
Poser des questions en langage naturel,Élevé,Management,Débutant,37.7,0,37.7,1,3.8,2.8,3.5,3.6,0
Résumer les insights,Moyen,Exploratoire,Intermédiaire,19.0,0,19.0,1,2.6,3.7,3.5,3.3,0
Générer du DAX,Élevé,Management,Débutant,109.3,1,22.2,2,2.8,2.6,4.1,3.1,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,36.9,1,13.5,1,4.4,4.7,4.2,4.5,1
Résumer les insights,Moyen,Exploratoire,Intermédiaire,25.5,0,25.5,1,3.3,4.9,3.4,2.8,0
Résumer les insights,Moyen,Management,Intermédiaire,15.5,1,12.3,1,3.5,3.8,4.3,4.0,1
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,22.7,1,17.8,3,4.2,4.3,3.0,4.0,1
Résumer les insights,Moyen,Management,Débutant,17.9,1,8.9,1,4.1,5.0,3.8,3.4,1
Analyser les données rapidement,Moyen,Management,Débutant,47.2,1,19.0,1,3.7,3.5,4.1,4.7,1
Générer du DAX,Moyen,Management,Intermédiaire,45.0,0,45.0,1,3.3,3.5,3.6,4.0,0
Résumer les insights,Élevé,Management,Débutant,18.6,1,9.4,1,3.9,4.8,3.4,3.2,1
Améliorer le design,Moyen,Opérationnel,Débutant,28.6,1,44.42820007194048,4,4.4,4.7,3.6,3.5,0
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,35.5,1,22.1,3,3.6,4.4,3.9,2.8,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,16.2,1,13.8,1,4.1,4.9,3.7,4.0,1
Résumer les insights,Faible,Management,Expert,27.0,1,24.4,2,3.5,3.8,3.6,3.3,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,20.3,0,20.3,3,3.7,3.7,2.9,4.1,0
Générer du DAX,Faible,Exploratoire,Débutant,30.4,1,5.0,5,2.7,3.4,3.9,3.6,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,54.0,1,35.1,1,4.7,4.0,3.9,4.4,1
Générer du DAX,Élevé,Opérationnel,Débutant,102.0,1,21.5,3,3.1,2.5,2.9,3.7,0
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,40.6,0,40.6,1,3.4,2.8,3.3,3.4,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,44.9,0,44.9,1,3.0,3.6,4.1,2.7,0
Générer du DAX,Faible,Opérationnel,Débutant,39.6,1,8.4,5,2.8,3.1,2.8,2.8,0
Analyser les données rapidement,Moyen,Management,Expert,38.6,1,28.1,1,4.0,4.4,4.1,4.1,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,17.1,0,17.1,1,3.0,3.6,3.7,3.9,0
Poser des questions en langage naturel,Moyen,Exploratoire,Expert,34.3,0,34.3,1,3.8,3.1,3.8,3.4,0
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,31.8,1,25.7,1,2.9,3.8,4.0,4.1,1
Créer des rapports automatiquement,Faible,Management,Débutant,29.0,1,18.1,2,4.0,3.7,3.4,3.2,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,41.9,0,41.9,1,3.4,4.2,3.1,3.2,0
Résumer les insights,Élevé,Opérationnel,Débutant,14.8,1,7.4,1,4.1,3.9,4.3,3.7,1
Poser des questions en langage naturel,Élevé,Opérationnel,Débutant,61.6,0,61.6,2,4.4,3.0,4.0,4.2,0
Analyser les données rapidement,Faible,Management,Débutant,31.7,0,31.7,2,3.5,4.4,4.0,3.2,0
Poser des questions en langage naturel,Faible,Management,Débutant,17.2,1,6.2,3,4.4,4.4,4.0,3.3,1
Résumer les insights,Élevé,Exploratoire,Débutant,26.2,0,26.2,1,3.1,3.2,4.5,3.9,0
Résumer les insights,Faible,Management,Débutant,22.1,1,12.3,1,3.2,3.7,3.5,4.4,1
Analyser les données rapidement,Faible,Management,Expert,27.6,0,27.6,1,3.2,3.8,4.4,3.7,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,31.3,0,31.3,1,4.0,4.4,4.4,4.1,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,38.2,1,22.7,1,4.7,3.7,4.5,4.0,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,44.1,0,44.1,1,3.5,3.9,4.1,3.8,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,32.2,1,23.2,4,3.5,4.1,3.4,4.1,0
Générer du DAX,Moyen,Management,Débutant,40.9,1,6.9,1,3.8,4.1,2.8,3.1,0
Créer des rapports automatiquement,Élevé,Management,Débutant,61.6,1,37.6,1,4.3,4.3,3.7,4.8,1
Résumer les insights,Moyen,Opérationnel,Intermédiaire,21.3,1,15.9,3,4.5,4.1,3.6,2.7,1
Créer des rapports automatiquement,Faible,Opérationnel,Expert,25.9,1,19.1,2,3.4,4.4,4.1,4.7,1
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,61.5,0,61.5,1,3.6,3.2,3.8,4.5,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,33.9,0,33.9,1,4.1,3.2,2.9,4.0,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,29.7,1,19.5,2,3.2,4.1,4.7,3.8,1
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,45.8,1,40.0,1,3.7,3.7,2.9,3.3,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,39.9,0,39.9,3,3.2,3.8,3.9,4.1,0
Résumer les insights,Faible,Management,Débutant,18.7,0,18.7,2,3.7,3.8,3.1,3.7,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,37.6,1,10.4,1,4.3,3.6,3.7,2.8,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,23.7,1,15.9,1,3.9,4.4,4.7,3.7,1
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,35.8,1,26.9,2,4.2,4.5,3.2,4.0,1
Résumer les insights,Faible,Management,Intermédiaire,15.7,1,11.4,2,3.8,3.8,4.4,4.0,1
Analyser les données rapidement,Moyen,Opérationnel,Expert,44.6,0,44.6,1,4.5,2.8,5.0,3.3,0
Analyser les données rapidement,Faible,Management,Débutant,33.3,1,13.0,1,4.0,4.4,3.2,3.7,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,27.1,1,21.4,5,2.8,3.9,2.9,4.9,0
Résumer les insights,Faible,Opérationnel,Intermédiaire,18.7,1,13.9,1,4.1,4.0,3.7,4.9,1
Générer du DAX,Élevé,Management,Intermédiaire,140.8,0,140.8,1,3.6,3.9,2.9,3.6,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,66.7,0,66.7,1,2.9,3.5,3.4,3.6,0
Générer du DAX,Faible,Opérationnel,Expert,40.8,1,24.5,2,3.3,3.5,3.5,3.5,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,42.4,1,30.6,1,3.3,3.0,4.3,3.7,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,31.7,0,31.7,1,3.0,4.4,2.9,2.3,0
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,17.1,1,14.0,1,3.7,3.8,3.5,3.7,1
Générer du DAX,Faible,Opérationnel,Intermédiaire,43.4,0,43.4,1,4.4,4.0,2.6,3.5,0
Poser des questions en langage naturel,Faible,Management,Expert,18.3,1,12.7,3,3.6,3.7,2.5,3.8,0
Résumer les insights,Moyen,Opérationnel,Intermédiaire,27.7,1,21.0,2,3.7,2.9,4.1,5.0,1
Créer des rapports automatiquement,Élevé,Management,Débutant,48.6,0,48.6,1,2.1,4.4,2.9,3.8,0
Générer du DAX,Élevé,Opérationnel,Intermédiaire,82.2,0,82.2,2,3.6,3.4,3.7,3.8,0
Analyser les données rapidement,Faible,Exploratoire,Débutant,32.7,1,7.2,1,4.7,4.8,5.0,5.0,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,37.1,1,14.4,2,3.7,4.7,2.9,3.3,1
Analyser les données rapidement,Faible,Management,Expert,26.8,1,21.9,2,4.1,5.0,3.3,5.0,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,20.7,1,16.3,2,4.2,3.8,4.5,4.0,1
Résumer les insights,Faible,Exploratoire,Débutant,23.3,0,23.3,1,3.6,3.0,3.7,3.6,0
Générer du DAX,Faible,Management,Débutant,55.7,0,55.7,1,3.2,3.5,3.9,3.3,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,25.7,1,10.7,2,4.1,5.0,4.4,4.2,1
Poser des questions en langage naturel,Élevé,Exploratoire,Intermédiaire,26.0,1,20.2,1,4.1,4.6,3.0,3.0,1
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,20.7,1,13.4,1,3.6,4.2,4.3,4.4,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,17.7,1,10.3,2,3.2,4.2,4.2,4.9,1
Analyser les données rapidement,Faible,Exploratoire,Intermédiaire,26.5,1,12.6,1,4.0,3.9,4.0,4.8,1
Résumer les insights,Moyen,Management,Débutant,19.8,0,19.8,2,3.6,3.9,2.7,3.6,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,33.4,1,18.1,1,4.5,3.5,4.2,3.6,1
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,39.4,1,28.6,2,3.4,4.0,3.4,4.5,1
Générer du DAX,Faible,Opérationnel,Débutant,63.3,1,16.4,4,2.8,2.7,3.8,2.9,0
Résumer les insights,Moyen,Management,Débutant,24.9,0,24.9,2,4.2,4.7,3.2,2.8,0
Générer du DAX,Moyen,Opérationnel,Expert,52.7,0,52.7,1,3.9,3.8,3.3,3.0,0
